Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
15/03/2017,"33 BRAMBLE WOOD COURT, DUNAREE LANE, KINGSCOURT",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2014,"Ballinruane, Ballycullane",,Wexford,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2017,"CAPPANOUK, CAPPAMORE, CO LIMERICK",,Limerick,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2019,"10 THE WILLOWS, MONKSTOWN VALLEY, DUBLIN",,Dublin,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"APARTMENT NO 4, 132 ARDBEG PARK, ARTANE",,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2011,"48 Fortlands, Castlebar",,Mayo,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2010,"No. 43  Shantraud Woods, Killaloe",,Clare,"€170,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/09/2018,"23 Muileann Pairc, Millview Road, Kanturk",,Cork,"€206,290.29",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/06/2013,"Carrighill Lodge, Thomastown, Kilcullen",,Kildare,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"36 DUNQUIN, NEWCASTLE WEST, LIMERICK",,Limerick,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2016,"THOMAS COURT, MOUNTRATH, CO LAOIS",,Laois,"€18,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2016,"3 ELLEN VIEW, BALLYLOUGHANE RD, RENMORE",,Galway,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2020,"DROMDOOHIG MORE, KILLARNEY, KERRY",,Kerry,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2021,"6 NORWOOD, SHANGANAGH RD, SHANKILL",,Dublin,"€522,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2020,"43 Abbottfield, Ballinagappa Road, Clane",,Kildare,"€290,748.00",No,Yes,New Dwelling house /Apartment,
05/01/2015,"12 ASSUMPTA PARK, ISLAND ROAD, LIMERICK",,Limerick,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2018,"24 BEECH COURT, BALLINCLEA RD, KILLINEY",,Dublin,"€775,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2019,"86 Carton Grove, Dublin Road, Maynooth",,Kildare,"€246,657.37",No,Yes,New Dwelling house /Apartment,
19/06/2020,"45 HAWTHORN HILL, NEWTOWNCUNNINGHAM, CO. DONEGAL",,Donegal,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2021,"DREENAGH, BALLYHEIGUE, CO KERRY",,Kerry,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2011,"30 Cluain an Oir, Belgooly",,Cork,"€157,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"34 ARD NA CORANN, BLOOMFIELD, MIDLETON",,Cork,"€90,600.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2019,"23 Errew Drive, Lough Rynn Castle, Mohill",,Leitrim,"€87,500.00",No,Yes,New Dwelling house /Apartment,
17/10/2014,"34 Hampton Cove, Balbriggan",,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2021,"18  Parklands Green, Parklands, Citywest",,Dublin,"€317,180.62",No,Yes,New Dwelling house /Apartment,
05/07/2018,"18 Cuil Duin Walk, Citywest, Dublin 24",,Dublin,"€273,128.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
15/04/2011,"25 Duncarraig, Sutton",Dublin 13,Dublin,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2016,"APT 9, RAGLAN HALL, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2011,"No. 4 O'Rahilly View, Gusserane, New Ross",,Wexford,"€116,299.55",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/09/2020,"70 DUIRLING, ROSCAM, GALWAY",,Galway,"€231,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2018,"3 CLONMORE, BALLYMULLEN, TRALEE",,Kerry,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"SPRINGVALE, DUNMORE ROAD, CLOONFAD",,Roscommon,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2010,"Santa Barbara, 24 Temple Park Avenue, Blackrock",,Dublin,"€655,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2012,"44 Woodview Park, Tallow",,Waterford,"€45,375.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/10/2018,"No. 15 Highfield, Kilrush, Dungarvan",,Waterford,"€187,212.25",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/09/2020,"18 JIGGINSTOWN PARK, NAAS, KILDARE",,Kildare,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2019,"APT 50E, FERRYBANK, ARKLOW",,Wicklow,"€83,333.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2019,"1 The Dale, Citywest Village, Citywest",,Dublin,"€330,396.47",No,Yes,New Dwelling house /Apartment,
14/05/2021,"DRUMISKABOLE, CARRAROE, SLIGO",,Sligo,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2019,"8 RUANBEG LAWNS, KILDARE, KILDARE",,Kildare,"€215,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/11/2017,"197 ROCHESTOWN AVE, DUBLIN",,Dublin,"€552,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2014,"7  Magenta Place, Sandycove",,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2015,"135 GRIFFITH RD, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/07/2019,"1 Martello, Rushbrooke, Cobh",,Cork,"€229,074.00",No,Yes,New Dwelling house /Apartment,
25/02/2019,"KNOCKGRAFFON, CAHIR, CO TIPPERARY",,Tipperary,"€373,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2012,"15 Lower Cork Street, Mitchelstown",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2021,"ANBALLY ROAD, COROFIN, TUAM",,Galway,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2020,"30 AN SRUTHAN CUL ARD, CARRIGTWOHILL, CORK",,Cork,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"50 BOROIMHE CEDARS, SWORDS, DUBLIN",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2017,"8 FAIRFIELD NURSING HOME, BALTIMORE ROAD, SKIBEREEN",,Cork,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2017,"108 KEVINGTON CLOSE, GRANGE HEIGHTS, DOUGLAS",,Cork,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2015,"17 Edward Square, Bloomfield Avenue, Dublin 4",Dublin 4,Dublin,"€1,374,449.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2020,"17 AISLING GAEL, FATHER RUSSELL RD, RAHEEN",,Limerick,"€174,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2020,"4 DAWSON LANE, NEWBRIDGE, KILDARE",,Kildare,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2016,"GRIFFITH HALL, GRIFFITH AVE, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,"€353,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2018,"AVOCA, 42 MARIAN PARK, CO WATERFORD",,Waterford,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2018,"35, WOODBANK AVENUE, FINGLAS WEST DUBLIN 11",Dublin 11,Dublin,"€70,750.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/10/2020,"9 ANGLESEA AVE, BLACKROCK, DUBLIN",,Dublin,"€1,010,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2020,"3A ST BRIDGETS TERRACE, THURLES, TIPPERARY",,Tipperary,"€16,666.66",No,No,Second-Hand Dwelling house /Apartment,
04/06/2021,"28 GORT LEAMHAN, TULLA RD, ENNIS",,Clare,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2014,"Apt 272 Charlestown Centre, Charlestown Place, St Margaret's Road  Finglas",Dublin 11,Dublin,"€226,434.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2020,"THE BOREEN, CROSSMOLINA, MAYO",,Mayo,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2020,"25 CARLINN GREEN, MULLAHARLIN RD, DUNDALK",,Louth,"€222,048.45",No,Yes,New Dwelling house /Apartment,
03/03/2020,"31 GLASNEVIN AVE, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2019,"APT 2 BLOCK 4, WATERMILL BETTYGLEN, RAHENY",,Dublin,"€341,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2016,"111 THE DRIVE, CASTLETOWN, CELBRIDGE",,Kildare,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2014,"Toomdeely South, Askeaton",,Limerick,"€145,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
14/10/2021,"Apartment 15, Sandymount Castle Court, Sandymount",Dublin 4,Dublin,"€859,030.83",No,Yes,New Dwelling house /Apartment,
19/07/2017,"Apt 16 New Bancroft Centre, Main Street, Tallaght",Dublin 24,Dublin,"€134,314.69",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/12/2019,"3 PRIORLAND VILLAS, DUBLIN RD, DUNDALK",,Louth,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2016,"BALLINACOURTY, DUNGARVAN, WATERFORD",,Waterford,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2016,"The Old School House, Rathkenny, Cootehill",,Cavan,"€94,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2016,"APT 21, STATION HOUSE, SEABROOK MANOR",Dublin 11,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2016,"3 INIS ALAINN, CARRIGNAFOY, COBH",,Cork,"€129,515.41",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/06/2013,"Main Street, Clonmany",,Donegal,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2020,"22A STEPHEN ST, CORK, CORK",,Cork,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2020,"1 CLARE RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€692,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2013,"Hollywood Glen, Kilbaylet, Donard",,Wicklow,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2011,"Carrowgarve, Tulsk",,Roscommon,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2013,"17  Dunard Avenue, Blackhorse Avenue",Dublin 7,Dublin,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2020,"26 AN BONNAN BUI WAY, BLACKLION, CO CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2020,"158 WALKINSTOWN RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€307,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2015,"14 DORRINS STRAND, STRANDHILL",,Sligo,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2012,"160 Moneymore, Drogheda",,Louth,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2016,"6 SINANN MARYMOUNT, CARRICK ON SHANNON, MARYMOUNT",,Leitrim,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"6 ANGLERS REST, BEAVOR ROW, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2018,"39 Cedarview, Northwood, Santry Demesne",Dublin 9,Dublin,"€422,906.00",No,Yes,New Dwelling house /Apartment,
22/07/2021,"13 YEWSTON, NENAGH, TIPPERARY",,Tipperary,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2019,"12 PHOENIX ST, THE RANCH, DUBLIN 10",Dublin 10,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"49 FOREST VIEW, BOYLE, ROSCOMMON",,Roscommon,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2011,"Rochestown, Ardfinnan",,Tipperary,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2015,"7 The Avenue, Mill Tree Park, Ratoath",,Meath,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2012,"28 Oak Way, Clondalkin",,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2017,"52 Diswellstown Way, Castleknock, Dublin 15",Dublin 15,Dublin,"€405,286.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/04/2015,"11 THE GREEN, DUN CORAN, YOUGHAL",,Cork,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2021,"15 OLIVER PLUNKETT HILL, FERMOY, CO CORK",,Cork,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2018,"128 ST COLUMBANUS RD, MILLTOWN, DUBLIN 14",Dublin 14,Dublin,"€437,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2016,"154 CEDARWOOD RD, GLASNEVIN NORTH, DUBLIN 11",Dublin 11,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2019,"16 Daneswell Place, GLASNEVIN, DUBLIN 9",,Dublin,"€700,440.53",No,Yes,New Dwelling house /Apartment,
11/12/2020,"18 KILMURRY COURT, GARRYOWEN, LIMERICK",,Limerick,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2017,"APT 7 THE ANCHORAGE, ROBSWALL, MALAHIDE",,Dublin,"€306,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2015,"APT 2 28 DUBLIN RD, BRAY, DUBLIN RD",,Wicklow,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2015,"4 The Gate, Millers Glen, Swords",,Dublin,"€229,075.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/02/2021,"Cloughleigh Road, Ennis",,Clare,"€829,915.00",No,Yes,New Dwelling house /Apartment,
09/01/2015,"FOURPENNY ROCK LODGE, BROWNSBARN, INISTIOGE",,Kilkenny,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2019,"10 ALYSON'S AVENUE, LISMULLEN GROVE, ARMAGH ROAD",,Louth,"€119,824.00",No,Yes,New Dwelling house /Apartment,
25/10/2019,"BALLYSPILLANE WEST, MIDLETON, CORK",,Cork,"€306,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2013,"4 CASTLEVIEW MEADOWS, SWORDS",,Dublin,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2021,"CLASHGANNIFF, SHANAGOLDEN, LIMERICK",,Limerick,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2021,"21 CASTLECOURT, CLANCYS STRAND, LIMERICK",,Limerick,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2014,"12 OAKLEY PARK, TULLOW RD, CARLOW",,Carlow,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2018,"118 SHANAKILL, MONAVALLEY, TRALEE",,Kerry,"€55,140.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"77 ARDKEEN, CAVAN",,Cavan,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"1 ABBOTTS WOOD, KILDANGAN, KILDARE",,Kildare,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2021,"APT 38 DEANE, THE COURT APTS, KILLINEY BAY",,Dublin,"€720,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2013,"26 BROADFORD PARK, BALLINTEER",Dublin 16,Dublin,"€303,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2015,"14 CASTLE TERRACE COURT, ST MARGARETS AVE, MALAHIDE",,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"NO4 CUAN OISRT SHORE RD, BELMULLET, MAYO",,Mayo,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2012,"23 toberkeel, gort rd, ennis",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2021,"MOUNTAMBROSE LODGE, MOUNTAMBROSEGREAT, LEAS CROSS",,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2017,"24 WILLOW GROVE, DAVITT RD, MOUNTMELLICK",,Laois,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2020,"GARADICE, BALLINAMORE, CO. LEITRIM",,Leitrim,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"11A SHANOWEN CRESCENT, SANTRY, CO DUBLIN",Dublin 9,Dublin,"€190,333.33",No,No,Second-Hand Dwelling house /Apartment,
08/06/2017,"GALILEO, KILMURRY, KENMARE",,Kerry,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2011,"5 lansdowne park, ennis road",,Limerick,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2014,"THE BUNGALOW, CROKE ST, THURLES",,Tipperary,"€36,750.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2019,"80 BRAMBLE LANE, ENNIS, CO CLARE",,Clare,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2014,"ST MARTINS, STRAFFAN, REEVES",,Kildare,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2015,"RIVER ST, CLARA, OFFALY",,Offaly,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2018,"18 Glen Dara, Ard Cashel, Watergrasshill",,Cork,"€224,669.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2016,"MARKET ST, KILLALA, CO MAYO",,Mayo,"€39,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"42 BRICKFIELD DRIVE, HONEYPARK, DUNLAOGHAIRE",,Dublin,"€519,823.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
22/11/2019,"26 THE OAKS, ROCKFIELD, DUNDRUM",Dublin 16,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2021,"43 ROCKVIEW, DEERPARK, CASHEL",,Tipperary,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"73 CLOONDARA, BALLISADARE, SLIGO",,Sligo,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2017,"78 Silken Park Avenue, Citywest, Dublin 24",Dublin 24,Dublin,"€224,600.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/03/2019,"29 FAIRWAYS, TUBBERCURRY, SLIGO",,Sligo,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2013,"Centre Park, Main Street, Schull",,Cork,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2018,"5 ARDAN, BANDON, CORK",,Cork,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2010,"19 Cois Glaisin Avenue, Johnstown  Navan",,Meath,"€175,330.39",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/07/2010,"84 Glasmore Park, Swords, County Dublin",,Dublin,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2011,"27 Walkinstown Crescent, Walkinstown",Dublin 12,Dublin,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2014,"ALASTY, STRAFFAN, KILDARE",,Kildare,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2020,"34 XAVIER AVE, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,"€412,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2017,"LIMEHILL, TYNAGH, LOUGHREA",,Galway,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2019,"11 HERITAGE HOUSE, LYREEN MANOR, MAYNOOTH",,Kildare,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2014,"55 CEDAR BROOK WALK, CHERRY ORCHARD, DUBLIN 10",Dublin 10,Dublin,"€99,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2018,"25 AIRFIELD ROAD, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"APARTMENT 201, THE LINKS, ELM PARK",,Dublin,"€599,118.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2017,"DROMGARRIFF NORTH, WHITECHURCH, CORK",,Cork,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2021,"22 MIDARA GARDENS, ARDNACASSA, DUBLIN ROAD",,Longford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2019,"49 CLONTARF RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2018,"74 THE LAWN, OLDTOWN MILL, CELBRIDGE",,Kildare,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"APT 203, THE DISTILLERY BUILDING, DISTILLERY RD",Dublin 3,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2011,"18 St Mary's Road, Midleton, County Cork",,Cork,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2011,"24 Ovoca Road, Portobello",Dublin 8,Dublin,"€402,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2019,"31 Dunville Avenue, Athlumney, Navan",,Meath,"€215,859.00",No,Yes,New Dwelling house /Apartment,
22/10/2021,"21 RIVERWOOD HEATH, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2019,"CAMAS, MONAGEA, NEWCASTLE WEST",,Limerick,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2014,"1 DOIRE DRAIGHNEAC PARK, ROCHEFORTBRIDGE, WESTMEATH",,Westmeath,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2017,"26 MOREHAMPTON TERRACE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€1,109,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2018,"28 RIALTO ST, SOUTH CIRCULAR ROAD, DUBLIN 8",Dublin 8,Dublin,"€297,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2020,"47   47A   47B, DUNREE PARK  COOLOCK",Dublin 5,Dublin,"€929,234.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2016,"BEAUFORT VILLAGE, KILLARNEY, KERRY",,Kerry,"€19,745.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/11/2012,"28 THE BELFRY, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,"€132,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/08/2021,"10 OAKVIEW, TURLOUGH RD, CASTLEBAR",,Mayo,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2020,"47 Rose Drive, Rath Ullord, Bonnettsrath Road",,Kilkenny,"€302,750.00",No,Yes,New Dwelling house /Apartment,
19/12/2019,"2 THE AVENUE, ABBEYLANDS, CLANE",,Kildare,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"1 CENTRAL TERRACE, ATHLONE, WESTMEATH",,Westmeath,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2016,"GROUND FLOOR FLAT, 1 TOWN HALL ROAD, CLAREMORRIS",,Mayo,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2016,"APT.2, 30 EAST ESSEX STREET, TEMPLE BAR",,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2021,"53 ABHAINN NA RI, ORANMORE, GALWAY",,Galway,"€184,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"80 CORR CASTLE, SUTTON, DUBLIN 13",,Dublin,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2014,"Apartment S, Coliemore Apartments, Dalkey",,Dublin,"€1,085,000.00",No,No,Second-Hand Dwelling house /Apartment,
